	UMIs	Genes	Genotype	Batch	PercentMT	HasTCR	Cluster	UMAP_1	UMAP_2	Foxp3	Ccr2	Cxcr6	Tcf7	Ccr7	Cxcr5	Mki67	Ccnb2
cell5651	6646	2329	WT	A	1.23382485705688	TRUE	8	5.21447439118076	0.775930005493778	0	0	1.70728911192558	0	0	0	0	2.14280620604603
cell5652	16932	3735	KO	A	1.46468225844555	TRUE	8	3.36414832993198	1.93026037085356	0	0	0	2.28838122120676	2.22660726784652	0.464109848024357	0	1.51371659213444
cell5653	10742	2786	WT	A	1.21951219512195	TRUE	8	3.00222415848423	1.86543743628563	0	0	1.3330982099121	0.657999338684275	0	0	0	1.55259267854487
cell5654	9671	2759	KO	A	0.703133078275256	TRUE	8	5.84614629669834	-0.0947366176217614	0	1.12103842107813	1.63628954505876	0	0	0	0	2.33274304530347
cell5655	13402	3512	KO	A	0.910311893747202	TRUE	8	0.0619701854770236	-7.34265236240326	0	2.13553507827145	1.38244424889734	0	0	0	1.82826834034153	1.70054723365468
cell5656	7609	2239	KO	A	0.670258903929557	TRUE	8	5.41107721253086	1.82269069868626	0	2.44355197519662	2.0243470483017	0	0	0	0	1.28881004933044
cell5657	6961	2156	KO	A	1.24982042809941	TRUE	8	1.86870212479282	2.16658911425175	0	0	0	2.52513660010032	1.35406823515782	0	0.890593448703173	0.890593448703173
cell5658	8164	2409	WT	A	1.15139637432631	TRUE	8	4.42710323258091	1.42384894508423	0	2.2590749385501	1.542158417942	0	0	0	0	1.77487760908237
cell5659	8904	2399	KO	A	1.044474393531	TRUE	8	2.73498840256382	1.88910837042632	0	0	0	2.59181583087335	1.88940838609317	0	0.752872925911363	1.47459645912824
cell5660	11649	2857	KO	A	0.600909949351876	TRUE	8	5.13137407227207	1.4329189838797	0	0.999486213096775	2.06274572373381	0	0	0	0	1.94720923252641
cell5661	10567	2787	KO	A	0.652976246806094	TRUE	8	5.18352861328769	0.959798652115482	0	1.34521899075959	1.34521899075959	0	0	0	0.665951912108429	2.2530882345834
cell5662	12229	3011	KO	A	1.42284733011694	TRUE	8	2.65255470200229	2.26128734964432	0	0	0	2.02046443452255	1.45182771597306	0.59758756250154	0.59758756250154	0.59758756250154
cell5663	9039	2369	KO	A	1.39395950879522	TRUE	8	2.74386281891513	2.55849249977173	0	0	0	2.28752592718049	0	0	0	1.16709120528571
cell5664	12108	2907	KO	A	1.46184340931615	TRUE	8	5.28122968598056	0.868643719139713	0	1.24637135522961	1.45945209667585	0	0	0	0.602073142811544	1.78429860398032
cell5665	13609	3211	KO	A	0.756852083180248	TRUE	8	5.256509494025	1.17351855653824	0	1.16453221249306	1.68803596228944	0	0	0	0.550896656687896	1.92839519412903
cell5666	8645	2459	WT	A	1.95488721804511	TRUE	8	2.43722696228672	2.20800066310467	0	0	0	2.07196717721431	0	1.19799778872529	0.76859689449553	1.49743628142358
cell5667	13676	3212	KO	A	0.811640830652238	TRUE	8	5.50003786011386	0.854773479881901	0	1.16115628037476	1.81130972624982	0	0	0	0	1.92419954805255
cell5668	13442	3516	KO	A	0.892724296979616	TRUE	8	-0.107461739342923	-7.37070755344329	0	1.17304258153373	1.69811184550911	0.911428461492703	0	0	1.17304258153373	2.21738727657938
cell5669	8554	2448	KO	A	1.18073415945756	TRUE	8	4.97032995148349	2.10627447384896	0	1.92355039558266	2.33721352562298	0	0	0	1.20539802156231	1.50566084617068
cell5670	11596	2951	KO	A	0.802000689893067	TRUE	8	5.92136449738193	0.109530049744266	0	0	1.27734379773858	0	0	0	0	1.82037899542484
cell5671	9114	2675	KO	A	1.49220978714066	TRUE	8	6.03432531281162	-0.0621617255776941	0	2.38645900995937	1.45666876632877	0	0	0	1.16140746530078	2.72548204803967
cell5672	11423	2999	KO	A	0.936706644489188	TRUE	8	5.36865587158847	0.596700030747074	0	1.28820741537116	1.68215549109278	0	0	0	0.628836244483273	2.18367102314209
cell5673	21612	4033	KO	A	1.61947066444568	TRUE	8	5.27664632721592	1.54075952190461	0	0.38028807936091	1.64177985506651	0.38028807936091	0	0	0	1.54791292242432
cell5674	10220	2847	KO	A	0.694716242661448	TRUE	8	5.51430768891025	0.574319082680363	0	1.08415737206904	1.59206676895388	0.682325628816767	0	0	1.08415737206904	1.59206676895388
cell5675	12063	3058	KO	A	1.34294951504601	TRUE	8	2.42256517334629	1.88121592569651	0	0	0	1.78739781984347	1.24902557782386	0	0.603759080742988	1.46231160713923
cell5676	13678	3483	KO	A	0.840766193887995	TRUE	8	0.229922723013645	-7.28825764041839	0	1.36721453146929	1.36721453146929	0.901056102512213	0	0	0.54875764431354	1.68391554449448
cell5677	7978	2281	WT	A	1.01529205314615	TRUE	8	3.64632768555332	1.82927164751591	0	0	0	1.56031929122001	0.812461034667993	0	0.812461034667993	2.27973898214038
cell5678	13959	3457	KO	A	0.895479618883874	TRUE	8	6.19029111786533	-0.792507690009457	0	0	0.889029453071433	0	0	0	2.09971427305181	1.79420412291734
cell5679	10199	2949	KO	A	0.539268555740759	TRUE	8	5.96186132355381	0.19148882049622	0	0.683343421962872	2.17972866426424	0	0	0	0.683343421962872	2.62077316563905
cell5680	13540	3377	KO	A	1.49926144756278	TRUE	8	2.76956672592807	2.16326876300873	0	0	0	1.93274088481361	2.75817590126603	0	0	0
cell5681	11586	3004	KO	A	0.880372863801139	TRUE	8	5.85711259766269	0.340410548630375	0	2.26499812137484	1.82110205144729	0	0	0	1.27796609948947	1.27796609948947
cell5682	10875	2879	KO	A	1.37011494252874	TRUE	8	2.49001235886264	1.55063166040482	0	0	0.652085693762171	0.652085693762171	1.32405205224267	0.652085693762171	1.04348021797339	1.54290506678801
cell5683	8649	2564	KO	A	1.46837784714996	TRUE	8	2.88275833054233	1.85093637126984	0	0	0	1.91412681733137	1.7271875461118	1.19767483121325	1.7271875461118	2.43412438824543
cell5684	10809	2663	KO	A	1.11018595614765	TRUE	8	5.41635579987217	1.47501488346161	0	1.32852352488534	1.32852352488534	0	0	0	0.655006464996577	1.54769438381277
cell5685	10706	2963	WT	A	0.906033999626378	TRUE	8	-0.130662012856717	-7.31126407962738	0	1.05365374326552	1.55523991481921	0	0	0	0.659619181372732	2.42255350492165
cell5686	11223	2886	KO	A	0.819745166176602	TRUE	8	5.28107614441562	0.596199709358829	0	1.02318975868516	1.97923321425698	1.02318975868516	0.637120255219385	0	1.02318975868516	2.09534181423332
cell5687	9026	2415	KO	A	0.952803013516508	TRUE	8	3.7582823745792	1.78565240222515	0	0	0	1.16808267864336	0	0	1.69224146822582	1.69224146822582
cell5688	12091	2810	KO	A	1.62104044330494	TRUE	8	5.24551649017978	1.51081367153229	0	0.602708911567938	1.63613967670808	0.602708911567938	0	0	0	1.46053081492343
cell5689	5370	1962	KO	A	2.06703910614525	TRUE	8	4.36597032471347	1.4699781717688	0	1.05158964902973	1.55273946509042	0	0	0	1.05158964902973	1.55273946509042
cell5690	11101	2822	KO	A	0.675614809476624	TRUE	8	2.65955467148471	2.10849949288668	0.64228523837341	0	0	2.10493358680356	2.38958971381276	1.30899725775593	0	1.85706620705739
cell5691	10402	2843	KO	A	0.749855796962123	TRUE	8	5.14752168579746	0.588500458183903	0	0	0	0	0	0.673634839909446	0.673634839909446	2.52862389144737
cell5692	5404	1778	KO	A	0.77720207253886	TRUE	8	4.85070533676792	1.26797826904358	0	1.54776722184278	1.54776722184278	0	0	0	0	2.3275123732149
cell5693	9010	2502	KO	A	1.34295227524972	TRUE	8	2.86966438217807	1.83769809025826	0	0	0	2.03591635001226	0.746630084880091	0	0	1.46548295189832
cell5694	10272	2960	KO	A	0.69119937694704	TRUE	8	5.97782773895908	0.181666213455814	0	1.58802651512561	0.679818876631178	0	0	0	1.58802651512561	1.92295167949941
cell5695	11472	3052	KO	A	0.923988842398884	TRUE	8	3.2465579025333	2.10578358489575	0	0	0	1.28510921687254	0	0	0	1.50112868663941
cell5696	13047	3203	KO	A	0.835441097570323	TRUE	8	5.64418573303867	0.815091687622684	0	0.929372568335852	2.32214422697156	0	0	0	0.568977386844742	1.72254484730799
cell5697	10566	2872	KO	A	1.52375544198372	TRUE	8	4.48189992829013	1.1388670386702	0	0.665997928064875	1.56563811494172	1.34528897859447	0	0	1.56563811494172	1.89890714335483
cell5698	9218	2556	KO	A	0.943805597743545	TRUE	8	5.15381975098301	1.36980243343415	0	1.67510131595035	2.01610285010804	0	0	0	0.73468924555676	2.26992471865201
cell5699	9489	2668	KO	A	1.1170829381389	TRUE	8	2.94772691651035	1.99081159419866	0	0	1.13388407946068	2.61346270245525	0	0.719716970848266	1.65161718966578	0.719716970848266
cell5700	7095	2354	KO	A	2.07188160676533	TRUE	8	5.4202582351749	0.215026694718021	0	0	0.879395712479259	0	0.879395712479259	0	1.65409187902948	1.89277652766277
cell5701	10239	2688	KO	A	1.32825471237426	TRUE	8	5.18543023987461	1.42802258152069	0	1.59058765891057	1.77211602449557	0	0.681407477491389	0	0	1.59058765891057
cell5702	4331	1628	KO	A	1.98568459939968	TRUE	8	2.9265944473331	2.74182351249756	0	0	0	3.43450844116818	1.72595279523905	0	1.19662656084344	1.19662656084344
cell5703	10184	3021	KO	A	1.71838177533386	TRUE	8	4.87254495545078	0.895534235420841	0	0.684072350083651	2.69104334776696	0	0	0	1.0864941214069	1.0864941214069
cell5704	9803	2816	KO	A	0.703866163419361	TRUE	8	6.46577520294834	-0.920876782950741	0	0	1.40125382505453	0	0	0	0.703144980095154	2.41599938982696
cell5705	12237	3103	KO	A	0.939772820135654	TRUE	8	2.53327245636631	2.02591940331759	0	0	0	2.30149763422871	0.968650712196099	0.597293419193764	0.597293419193764	0.968650712196099
cell5706	9279	2864	KO	A	0.872938894277401	TRUE	8	-0.0922973640377469	-7.18710426670013	0	1.14911675313338	1.66974424444054	1.14911675313338	0	0	1.85450132937869	2.14521949404944
cell5707	10416	2984	KO	A	1.37288786482335	TRUE	8	2.48417539520908	1.71121122259201	0	0	1.35588266070187	1.57696549954871	1.07162570027986	0.672975821696166	1.07162570027986	1.57696549954871
cell5708	9050	2517	KO	A	0.861878453038674	TRUE	8	4.21839065476108	2.51718797105851	0	2.03206612214347	2.16731580594365	0	0	0	0	2.03206612214347
cell5709	12266	3089	KO	A	1.09245067666721	TRUE	8	3.87671823425937	2.07086102980675	0	1.23715177313617	0.596229644102723	1.44951485686102	0	0.596229644102723	0.96718283704016	1.90312669239878
cell5710	8513	2469	KO	A	0.986726183484083	TRUE	8	4.89234323425937	1.57242705244126	0	1.50940143973438	2.08542910138202	0	0	0	1.20876571672318	0.77687878110512
cell5711	11538	3063	KO	A	1.14404576183047	TRUE	8	4.55474824829746	1.06192346233429	0	1.0055472321487	1.67400893434357	1.28096273508925	0	0	1.0055472321487	1.4966734638248
cell5712	7844	2271	KO	A	1.55532891381948	TRUE	8	5.42235155029941	1.63237168211045	0	0.821918408931918	2.29495791568482	0.821918408931918	0	0	0	1.26686859497232
cell5713	8046	2926	KO	A	2.1128511061397	TRUE	8	0.175162982184177	-7.21639637332855	0	1.24867094577686	2.50026168277011	0	0	0	1.24867094577686	2.27212332292133
cell5714	15984	3587	KO	A	1.01351351351351	TRUE	8	4.83561010285068	0.896205502930302	0	1.05670528799042	1.25347771371913	0.48589274207307	1.05670528799042	0	0	2.21190880475573
cell5715	4347	1622	WT	A	2.27743271221532	FALSE	8	2.95244283600498	2.38858552593293	0	0	0	2.69480436090211	1.1940549091096	0	0	1.72292268664637
cell5716	7248	2268	KO	A	1.00717439293598	TRUE	8	4.20062608643222	1.53348444718422	0	1.87468475626089	1.32425455517965	0	1.63687268336829	0	1.63687268336829	1.32425455517965
cell5717	8972	2764	KO	A	3.57779759251003	FALSE	8	2.53620643540073	2.46537961381974	0	1.69714008955371	1.17222122967512	0.748855591357373	0	0	0.748855591357373	1.17222122967512
cell5718	12983	3413	KO	A	1.40183316644843	TRUE	8	4.92016429825473	0.404964405480045	0	0	0	1.19716387930728	0	0	1.40633029800423	1.96877587136704
cell5719	9970	2842	KO	A	0.752256770310933	FALSE	8	5.8379656784122	0.362863022270817	0	1.38854858874949	1.10061629735482	0.694650563453977	0	0	1.10061629735482	1.61184224138237
cell5720	11511	2894	KO	A	0.912170966901225	TRUE	8	5.9069993011539	0.333472925606388	0	1.95743488053151	1.4984922771622	0.625261332270736	0	0	0.625261332270736	2.17686406706107
cell5721	4710	1715	WT	A	2.25053078556263	TRUE	8	2.82332725449253	2.13229883033337	0	0	0	1.99733992184537	1.65752011197219	1.13883962658502	0	2.45235860004741
cell5722	14925	3138	KO	A	0.924623115577889	TRUE	8	2.80210084839511	2.11528106350006	0	0	0	1.73873085476798	1.47019509827015	0	1.10195677339096	1.73873085476798
cell5723	10588	2800	KO	A	1.02002266717038	TRUE	8	5.42204828186679	1.2697817863852	0	1.34375117205198	1.89713887401613	0	0	0	1.06088649081712	2.02962847068881
cell5724	9417	2736	KO	A	1.21057661675693	TRUE	8	5.4688946716373	1.34857841152253	0	1.13905617199793	1.84206381418081	0	0	0	0	1.65777792802161
cell5725	12956	3000	KO	A	1.66718122877431	TRUE	8	2.15922994537998	2.28959094304146	0	0	0	1.72829751839267	0.933614337144261	0	0	1.72829751839267
cell5726	12960	3044	KO	A	1.57407407407407	TRUE	8	3.10762567444492	2.11459573674502	0	0	0	2.07247287236374	1.19840175927648	0.933427014117142	0	0.571885880527237
cell5727	12707	3164	KO	A	1.6605020854647	TRUE	8	4.08554000778842	1.19645299333634	0	0	0.945436099549967	1.59632006142811	0.580520224272743	0.580520224272743	0.945436099549967	1.8731512190142
cell5728	15938	3218	KO	A	1.68779018697453	TRUE	8	2.08105058594394	2.4248812379271	0	0	0	2.1434927044616	0.813089036528706	0	0	1.25553773956706
cell5729	10125	2876	KO	A	1.42222222222222	TRUE	8	2.51384229584384	2.12336422074141	0	0	0	2.38660847126374	1.78141811543332	1.78141811543332	1.09034777881822	2.06858030224823
cell5730	6897	2119	KO	A	1.24691895026823	TRUE	8	4.94052858277011	1.21946008819641	0	1.67704371247923	0	0	0	0	0	2.64256202421598
cell5731	13810	3317	KO	A	0.883417813178856	TRUE	8	5.70147485657383	-0.0200112281411706	0	2.01716933778395	1.36006635608013	0	0	0	1.53051695045905	2.01716933778395
cell5732	8461	2306	KO	A	0.720954969861718	TRUE	8	5.2160460464542	1.14512129444184	0	0.780193028846069	1.74529198080884	0	0	0	0.780193028846069	2.34709440697835
cell5733	10668	2617	KO	A	1.106111736033	TRUE	8	5.56110830231357	0.133923727455753	0	0.66133800410517	1.55804594130162	0	0	0	0	2.3392861220488
cell5734	10245	2778	KO	A	2.1278672523182	TRUE	8	5.36855668945957	1.79491049367489	0	1.36819599085483	1.59012125781006	0	0	0	1.08254109986801	2.05829467308226
cell5735	7573	2174	WT	A	0.739469166776707	TRUE	8	2.65750570221592	2.19712968486847	0	0	0	2.44788344112328	0.841774343081023	0.841774343081023	0	1.60169641721118
cell5736	7761	2486	KO	A	2.11312975132071	TRUE	8	6.17510576172519	-0.815951865729672	0	1.58216563210548	1.58216563210548	0	0	0	2.63080462006827	1.27452096617254
cell5737	11832	3275	KO	A	0.743745774171738	TRUE	8	5.81163854523349	-0.200526279029232	0	0.989664347716129	2.0491530953547	0	0	0	0.989664347716129	1.65361330439607
cell5738	8995	2500	KO	A	0.678154530294608	TRUE	8	2.46201820297885	2.71328564304413	0	0	0	2.17271569192232	1.88078382714939	1.17045453392591	1.46676456537997	1.46676456537997
cell5739	9675	2498	KO	A	1.18863049095607	TRUE	8	2.77700824661899	2.36488624233307	0	0	0	1.12075970157989	0	1.63595654952203	0	1.12075970157989
cell5740	10727	2642	KO	A	0.960193903234828	TRUE	8	5.43442602081943	1.57229574340882	0	1.33412733555033	2.57405791574964	0	0	0	0	1.73362448209493
cell5741	10496	2831	KO	B	1.47675304878049	TRUE	8	6.02266855164218	0.179520923081058	0	0	1.06660129527006	0.669235512952645	0	0	1.06660129527006	1.57089989302168
cell5742	7423	2155	KO	B	1.22591943957968	TRUE	8	2.8904788009708	2.09421655851902	0	0	0	1.85452405494612	1.30679878920438	0	0	0.853207884305358
cell5743	11967	2869	KO	B	1.45399849586362	TRUE	8	2.58609504624057	1.71579541582169	0	0	0	2.40039902973978	0.982551259104213	0	1.25473073357102	1.25473073357102
cell5744	5627	1936	KO	B	2.80789052781233	TRUE	8	-5.42385559157681	4.66264601368012	0	0	0	0	0	0	0	1.02142374698002
cell5745	8236	2398	KO	B	0.655658086449733	TRUE	8	5.66120214386631	0.652674395027775	0	0	1.95598893104554	0	0	0	0	0.794882873185652
cell5746	10914	2869	KO	B	1.12699285321605	TRUE	8	2.78617114945102	1.21734012979569	0	0	0	1.54009156608928	0.650372422412357	0	2.00334049348048	2.11986763596178
cell5747	7980	2264	KO	B	1.2781954887218	TRUE	8	5.41319627686191	0.923168856087345	0	0.812321617581757	1.25455155777562	0.812321617581757	0	0	0	2.40017110445886
cell5748	10206	2768	KO	B	1.6068979031942	TRUE	8	5.51812143250156	1.36585404295029	0	0.683003807363761	0	0	0	0	0.683003807363761	1.37104045557731
cell5749	9859	2586	KO	B	1.15630388477533	TRUE	8	2.73273820801426	2.56667466777863	0	0	0	1.39696348306971	0.700272561289123	0	0	1.10810155833913
cell5750	7094	2255	KO	B	0.859881590076121	TRUE	8	3.69591302796054	1.57430957573952	0	0	0.879478168392396	1.34006294480711	0	0	0	1.8928962480213
cell5751	10731	2799	KO	B	2.03149753051906	TRUE	8	2.20663661881137	2.27307857889237	0	0	0.658493415605985	1.55340041464118	0	0.658493415605985	0	0
cell5752	9697	2833	KO	B	1.23749613282458	TRUE	8	5.4477707855289	0.800112444344181	0	0	0.708649780561148	0	0	0	0	2.224620764367
cell5753	11459	3004	KO	B	1.25665415830352	TRUE	8	4.96769494934726	1.088918584767	0	1.50200992665149	1.28592953963906	1.0099096632852	0	0	0.627368690350045	1.67959483838046
cell5754	8634	2567	KO	B	1.08871901783646	TRUE	8	5.77619905396152	0.785980540695804	0	1.19888692580485	1.49842482065082	0	0	0	1.19888692580485	2.20909627874501
cell5755	7452	2186	KO	B	0.858829844337091	FALSE	8	2.64021606369663	1.81777286845745	0	0	0.850971802522021	2.2029337810686	0	0	0	2.4626076186753
cell5756	7850	2417	KO	B	0.980891719745223	TRUE	8	5.66830320282627	0.72650702613892	0	2.29427036648569	1.99733992184537	1.57311744808914	0	0	1.57311744808914	2.29427036648569
cell5757	6376	2074	KO	B	1.44291091593476	TRUE	8	5.52638788147617	0.586159783783573	0	1.98424114254952	1.41991356428152	0	0	0	2.48312756920782	1.41991356428152
cell5758	10642	2824	KO	B	0.89268934410825	TRUE	8	2.28428382797885	1.80318335014882	0	0	0	2.14210924561547	0	1.33999357848357	0	1.89281643229152
cell5759	9031	2593	KO	B	0.952275495515447	TRUE	8	6.06555433197666	-0.308261197623592	0	1.69178964786261	1.46369309891258	0	0	0	1.46369309891258	2.39476982916368
cell5760	5237	1828	KO	B	2.10043918273821	TRUE	8	2.18843288345981	2.11496407854857	0	0	0	1.90634785161333	0	1.57256235635734	1.06797786518987	1.06797786518987
cell5761	9968	2510	KO	B	1.15369181380417	TRUE	8	2.7018162719791	2.21160266119542	0	0	0	2.08224659260744	0	0	1.10075018365664	2.08224659260744
cell5762	4722	1768	KO	B	1.143583227446	TRUE	8	2.8093487731998	3.52844949382843	0	0	0	2.88714286952777	0	0	1.13711053497319	1.65546109680231
cell5763	6662	2516	KO	B	1.56109276493545	TRUE	8	0.206397246557956	-7.36634640079437	0	1.38681959092	0	0	0	0	2.30321533565832	1.94651038916937
cell5764	14661	3431	KO	B	1.03676420435168	TRUE	8	2.78735370560337	1.77604244965615	0	0	0	2.14040714621175	0.520032141458286	0	0.860424228617381	1.48396733073348
cell5765	9223	2758	KO	B	0.780657053019625	TRUE	8	5.41289300842929	0.967315870705265	0	0.734407114517141	1.15325570620335	1.15325570620335	0.734407114517141	0	2.15056629644811	2.15056629644811
cell5766	7542	2122	KO	B	0.914876690533015	TRUE	8	4.88683290405918	1.75999029296936	0	0.844110606693025	2.45163127936425	0.844110606693025	0	0	1.29522471346877	1.29522471346877
cell5767	12025	3226	KO	B	1.12266112266112	TRUE	8	5.31782693787265	0.213407594147343	0	0.605190355830418	0.979529031790973	0.605190355830418	0	0.979529031790973	1.79002546497877	2.31723812578139
cell5768	8752	2718	KO	B	0.856946983546618	TRUE	8	5.19351644440342	0.655033546867985	0	1.48790012169106	0.762018167714977	0	0	0	0.762018167714977	1.71746397656373
cell5769	5620	1953	KO	B	0.373665480427046	TRUE	8	5.68881006165195	0.221184212151188	0	2.09401455295064	1.02222048050594	0	1.02222048050594	0	0	2.29221118490022
cell5770	9700	3060	KO	B	1.69072164948454	TRUE	8	6.13897581024814	-0.562148850974423	0	0.708492750234606	0.708492750234606	0.708492750234606	0	0	1.81720613488922	2.22434488355541
cell5771	14806	3186	KO	B	0.898284479265163	TRUE	8	5.46798391266513	1.49519129413666	0	1.10730955500383	0	0	0.516053055372231	0	0	1.10730955500383
cell5772	8373	2552	KO	B	1.06294040367849	TRUE	8	2.40746564789463	1.99615531824084	0	0	0	1.52234184406307	0	0.785869952415303	0	0.785869952415303
cell5773	12230	3028	KO	B	1.22649223221586	TRUE	8	3.25905961914707	2.15038574058117	0	0	0	2.21665838732908	0.969005746128266	0	0	1.23923891924677
cell5774	6712	2383	KO	B	2.13051251489869	TRUE	8	5.80551500244785	0.320711451950687	0	0.91223005508936	0	0	0.91223005508936	0	2.76623664767384	1.38121593347645
cell5775	11453	3013	KO	B	0.812014319392299	TRUE	8	5.52352304382968	0.105275350990909	0	1.68002095058381	1.50241706520247	0	0	0	2.18134393263637	1.83078818648263
cell5776	14115	3178	KO	B	1.23981579879561	FALSE	8	2.91305465622592	1.8538513662249	0	0	0	2.32337353026148	1.9982579957542	0.535595991815483	0.535595991815483	1.9982579957542
cell5777	6213	2033	WT	B	1.62562369225817	TRUE	8	3.47539205475498	2.00898510417456	0	1.76277429930554	0.959169518486375	2.36623294720479	0	0	0	2.00661727270611
cell5778	6058	2017	KO	B	0.825354902608121	TRUE	8	4.52536029740024	1.07580443042817	0	0.974827455157447	1.45894511017569	0	0	0	0.974827455157447	0.974827455157447
cell5779	10242	2982	KO	B	1.06424526459676	TRUE	8	5.74486226959873	0.153113800469059	0	1.59035441724443	1.59035441724443	0	0	0	1.08273477365012	1.92544950968523
cell5780	9963	2786	KO	B	1.43531064940279	TRUE	8	-4.92264204100918	4.18326039928498	0	0	1.10108505608462	0	0	0	1.10108505608462	1.38907579497472
cell5781	10050	2639	KO	B	1.14427860696517	TRUE	8	5.67954034729648	1.25419850963654	0	1.38255603900928	2.07507880493764	0	0	0	0	1.94163663827793
cell5782	14039	3342	KO	B	0.847638720706603	TRUE	8	6.1211106292789	-0.698594611701351	0	0.537838340474229	1.78944180582052	0	0	0	1.66275281041142	2.09470132416318
cell5783	12764	3007	KO	B	1.51989971795675	TRUE	8	5.5357367507999	1.16229619401993	0	0	0.942701643237358	0	1.41920043157068	0	1.74059261898397	1.59275295228082
cell5784	8412	2615	KO	B	0.844032334759867	TRUE	8	2.47538299484897	1.59341226834359	0	0	0	1.51871065293527	1.51871065293527	0	1.21715233329511	1.7500884590359
cell5785	7313	2114	KO	B	1.24435936004376	TRUE	8	2.63907022400547	2.39057384747567	0	0	0	2.35820853110248	0	0	0	1.62968820510923
cell5786	6495	2053	KO	B	0.969976905311778	TRUE	8	4.33555097504306	1.51008595842423	0	0.932024654557982	2.16311948853865	0.932024654557982	0.932024654557982	0	0.932024654557982	1.9683121298076
cell5787	11327	3093	KO	B	1.35075483358347	TRUE	8	3.73153562470127	2.1656268568665	0	0	1.01729108929319	1.51102767329204	1.29432678317163	0	0	1.01729108929319
cell5788	12404	3483	KO	B	1.89455014511448	TRUE	8	3.26371021195102	1.93459351677002	0	1.44096392305322	0	2.00815126651574	0.591220513109383	0.591220513109383	1.7642425452461	1.6156103746468
cell5789	6814	2259	KO	B	1.13002641620194	TRUE	8	4.03010387345005	1.5194615008265	0	0	1.36994481994059	1.68689888837176	0	0.90323255347433	1.68689888837176	2.12080345499064
cell5790	7781	2374	KO	B	0.848220023133273	TRUE	8	5.45113439484287	0.661829906883854	0	1.27266746916375	1.27266746916375	0	0.826445606839018	0	1.58012146611951	2.42316021167706
cell5791	12231	3221	KO	B	0.825770582944976	TRUE	8	1.36515064163852	-7.35422424655853	0	1.62687955536668	1.90555864741543	0	0	0	0.968955009834278	1.77589560412458
cell5792	10045	2919	WT	B	1.35390741662519	TRUE	8	3.15485401077915	2.23613456207814	0	0	0	1.60584760240408	1.78801928284575	1.09562125951899	0.690904747827572	1.38292882350875
cell5793	9349	2876	KO	B	1.17659642742539	TRUE	8	2.37171811981845	2.39089899081292	0	0	0	2.70171219201793	0.727371352844613	0	0.727371352844613	0
cell5794	8193	2418	KO	B	1.25717075552301	TRUE	8	5.43528528137851	0.349828559342045	0	0.797756773554989	0.797756773554989	0.797756773554989	0	0	1.53937212158794	2.11906178912578
cell5795	7844	2464	KO	B	0.815910249872514	TRUE	8	5.75269479675937	1.05642421859803	0	2.41581360573095	1.5737235385081	0.821918408931918	0	0	1.5737235385081	2.29495791568482
cell5796	5008	1798	WT	B	0.858626198083067	TRUE	8	5.57791871948886	0.580223876419681	0	1.94453997300172	0	0	0	0	1.60815913988132	2.1958036179497
cell5797	9613	2750	KO	B	1.20669926141683	TRUE	8	3.09403057022739	2.25201110858025	0	0	0.713076262595695	0.713076262595695	0	0	0	0
cell5798	6759	2136	KO	B	1.00606598609262	TRUE	8	5.74547929688144	0.958590108338016	0	0	2.55225920972516	0.908060477284519	0	0	1.37599591523579	0.908060477284519
cell5799	10055	2666	KO	B	0.934858279462954	TRUE	8	5.42088575287509	1.20212175268235	0	1.09495901326651	2.19235057156441	0	0	0	0	1.78719078578184
cell5800	7601	2301	KO	B	1.10511774766478	TRUE	8	5.54537935181308	0.636044699135441	0	2.02526011107835	2.02526011107835	0	0	0	0	2.18534295825501
cell5801	9696	2615	WT	B	0.711633663366337	TRUE	8	4.65035457535434	1.07015474456849	0	0.708702140115139	1.11929892727683	0.708702140115139	0	0	0.708702140115139	1.81755158715184
cell5802	6204	1971	WT	B	1.57962604771115	TRUE	8	4.47396011276889	2.3670167209536	0	0	1.76397536465063	1.76397536465063	0	0	0.960063880026152	0
cell5803	7666	2542	KO	B	0.795721367075398	TRUE	8	6.07464666290927	-0.401747983512264	0	0	0.834846921364577	0	0	0	0.834846921364577	1.59196286381419
cell5804	7215	2270	KO	B	1.16424116424116	TRUE	8	2.91353053970981	1.5140824200541	0	0	0	2.07065390954384	0.869618904564653	0	0.869618904564653	2.23173424468038
cell5805	7992	2459	WT	B	1.23873873873874	TRUE	8	5.4525544159	0.553239542427677	0	1.25347771371913	0	0	1.25347771371913	0	1.25347771371913	1.55893456990057
cell5806	8680	2621	KO	B	0.817972350230415	TRUE	8	5.2031065933292	0.697409349861759	0	0	0.766431904128438	0	0	0	1.19517848705916	2.2043674648486
cell5807	5629	2398	KO	B	2.59371113874578	TRUE	8	2.34074277802158	2.35033904332222	0	0	0	3.10540131262056	1.02119635637817	1.02119635637817	1.02119635637817	1.02119635637817
cell5808	13206	3255	KO	B	0.991973345449038	TRUE	8	5.67082662506748	1.01152338403763	0	0.922059310713215	1.18530810272241	0	0	0	0	2.14853789612563
cell5809	11488	2844	KO	B	1.08809192200557	TRUE	8	2.64618606491733	1.44850065130295	0	0	0	2.64312782419064	0.626191627475013	0	0	2.17863755258567
cell5810	7073	2181	WT	B	1.89452848861869	TRUE	8	4.32367820664096	1.82234880644383	0	2.08804643213612	0	0.881213550235244	0	0	0.881213550235244	1.6566042238084
